user_id,variant,session_duration,pages_viewed,converted,revenue,platform,user_type
user_109,control,139.8,7,0,0.0,iOS,new
user_110,control,166.9,7,0,0.0,Web,returning
user_111,control,155.5,5,0,0.0,Android,returning
user_112,control,258.3,5,0,0.0,Android,returning
user_113,control,165.6,6,1,53.03,Web,new
user_114,control,172.2,8,0,0.0,Web,new
user_115,control,243.9,2,0,0.0,iOS,returning
user_116,control,107.1,6,0,0.0,Web,returning
user_117,control,220.0,4,0,0.0,iOS,new
user_118,control,126.2,1,0,0.0,iOS,new
user_119,control,286.2,3,0,0.0,Web,returning
user_120,control,160.7,6,0,0.0,iOS,returning
user_121,control,261.5,5,0,0.0,iOS,returning
user_122,control,149.6,6,0,0.0,Android,new
user_123,control,232.4,2,0,0.0,iOS,returning
user_124,control,95.6,3,0,0.0,Web,new
user_125,control,261.6,5,0,0.0,iOS,new
user_126,control,268.5,4,0,0.0,iOS,new
user_127,control,179.7,5,0,0.0,iOS,returning
user_128,control,130.4,5,0,0.0,Android,returning
user_129,control,185.3,6,0,0.0,iOS,returning
user_130,control,155.9,5,0,0.0,iOS,new
user_131,control,239.0,5,0,0.0,Android,new
user_132,control,133.6,9,0,0.0,Android,returning
user_133,control,204.4,9,0,0.0,Android,returning
user_134,control,134.0,4,0,0.0,Android,returning
user_135,control,238.6,3,0,0.0,iOS,new
user_136,control,144.0,7,0,0.0,Android,new
user_137,control,71.4,5,0,0.0,iOS,new
user_138,control,292.6,6,0,0.0,Web,returning
user_139,control,238.2,2,0,0.0,iOS,new
user_140,control,289.9,4,0,0.0,Web,returning
user_141,control,163.1,1,0,0.0,Web,new
user_142,control,261.2,5,0,0.0,iOS,new
user_143,control,196.7,1,0,0.0,iOS,new
user_144,control,144.0,5,0,0.0,Web,new
user_145,control,198.1,5,0,0.0,Web,new
user_146,control,182.8,4,0,0.0,Android,new
user_147,control,84.1,5,0,0.0,Web,new
user_148,control,210.9,7,0,0.0,Web,new
user_149,control,272.5,5,0,0.0,Web,new
user_150,control,135.1,5,0,0.0,Android,returning
user_151,control,273.1,9,0,0.0,Android,new
user_152,control,285.3,2,1,33.57,Web,returning
user_153,control,269.3,6,0,0.0,iOS,returning
user_154,control,243.5,1,0,0.0,Android,new
user_155,control,233.2,4,0,0.0,Web,returning
user_156,control,270.1,5,0,0.0,Android,returning
user_157,control,238.9,5,0,0.0,iOS,new
user_158,control,77.8,4,0,0.0,Android,new
user_159,control,179.6,5,0,0.0,iOS,new
user_160,control,101.7,6,0,0.0,Web,returning
user_161,control,113.9,5,0,0.0,iOS,returning
user_162,control,176.2,6,0,0.0,iOS,new
user_163,control,153.2,4,1,26.79,Android,returning
user_164,control,132.4,2,0,0.0,iOS,returning
user_165,control,168.5,8,1,42.82,Web,returning
user_166,control,138.0,5,0,0.0,Web,new
user_167,control,231.1,3,0,0.0,Web,returning
user_168,control,148.2,3,0,0.0,Web,new
user_169,control,322.4,4,0,0.0,iOS,returning
user_170,control,278.7,4,1,75.63,iOS,new
user_171,control,120.7,11,0,0.0,Web,new
user_172,control,247.2,8,0,0.0,Android,returning
user_173,control,32.6,3,1,10.56,Web,new
user_174,control,141.2,2,0,0.0,Web,returning
user_175,control,193.1,6,0,0.0,iOS,returning
user_176,control,179.5,7,0,0.0,Web,returning
user_177,control,322.5,7,0,0.0,Android,new
user_178,control,117.8,4,0,0.0,iOS,returning
user_179,control,263.7,2,0,0.0,Android,new
user_180,control,96.1,6,0,0.0,iOS,returning
user_181,control,152.5,3,0,0.0,iOS,returning
user_182,control,144.5,3,0,0.0,iOS,returning
user_183,control,29.8,6,0,0.0,Web,returning
user_184,control,165.7,3,0,0.0,Web,new
user_185,control,194.2,5,0,0.0,iOS,new
user_186,control,210.1,3,0,0.0,Web,new
user_187,control,302.6,8,0,0.0,Web,new
user_188,control,140.2,6,0,0.0,Android,new
user_189,control,196.8,1,0,0.0,Android,new
user_190,control,195.6,3,0,0.0,iOS,returning
user_191,control,111.7,5,0,0.0,Android,new
user_192,control,140.9,5,0,0.0,Android,new
user_193,control,143.9,6,0,0.0,Web,new
user_194,control,211.8,7,0,0.0,Web,new
user_195,control,73.8,2,0,0.0,Android,returning
user_196,control,202.3,3,0,0.0,Web,new
user_197,control,209.3,8,0,0.0,iOS,new
user_198,control,200.3,4,0,0.0,iOS,returning
user_199,control,160.9,4,0,0.0,iOS,new
user_200,control,197.4,9,0,0.0,Web,returning
user_201,control,163.8,6,0,0.0,Android,new
user_202,control,57.7,2,0,0.0,Android,new
user_203,control,243.1,3,0,0.0,Web,new
user_204,control,199.6,4,0,0.0,Android,new
user_205,control,233.5,5,0,0.0,Android,new
user_206,control,91.3,7,0,0.0,iOS,returning
user_207,control,210.6,7,0,0.0,Android,returning
user_208,control,190.9,5,0,0.0,iOS,new
user_209,control,114.5,3,0,0.0,iOS,new
user_210,control,184.3,4,0,0.0,Android,returning
user_211,control,159.1,6,0,0.0,Android,new
user_212,control,163.8,3,0,0.0,Android,returning
user_213,control,154.4,3,0,0.0,Web,returning
user_214,control,232.2,7,0,0.0,Web,returning
user_215,control,82.1,5,0,0.0,iOS,new
user_216,control,73.3,7,0,0.0,Android,new
user_217,control,190.8,10,0,0.0,Web,returning
user_218,control,186.6,6,0,0.0,iOS,new
user_219,control,193.0,5,0,0.0,Web,returning
user_220,control,292.9,7,0,0.0,Android,returning
user_221,control,191.0,5,0,0.0,Android,new
user_222,control,120.6,4,0,0.0,Android,new
user_223,control,332.3,6,0,0.0,Android,new
user_224,control,170.5,4,0,0.0,Web,returning
user_225,control,231.1,1,0,0.0,iOS,new
user_226,control,102.6,2,0,0.0,Android,returning
user_227,control,89.8,4,0,0.0,iOS,returning
user_228,control,165.3,4,0,0.0,Web,returning
user_229,control,228.3,4,0,0.0,Web,new
user_230,control,290.9,7,1,16.7,Web,returning
user_231,control,211.0,4,0,0.0,Web,returning
user_232,control,113.6,5,0,0.0,Web,returning
user_233,control,189.5,5,0,0.0,Android,returning
user_234,control,178.6,4,0,0.0,Web,returning
user_235,control,189.3,4,0,0.0,Web,new
user_236,control,147.4,7,0,0.0,iOS,returning
user_237,control,20.4,7,0,0.0,Web,returning
user_238,control,55.6,5,0,0.0,Web,new
user_239,control,164.7,2,0,0.0,Web,returning
user_240,control,133.3,4,0,0.0,Android,new
user_241,control,175.8,6,1,97.65,Android,returning
user_242,control,223.3,2,1,44.94,iOS,returning
user_243,control,172.2,2,0,0.0,Web,returning
user_244,control,222.8,6,0,0.0,Android,returning
user_245,control,123.6,4,0,0.0,Android,new
user_246,control,249.6,3,0,0.0,Web,returning
user_247,control,123.8,5,0,0.0,Web,new
user_248,control,104.9,2,0,0.0,Web,new
user_249,control,131.0,1,0,0.0,Android,returning
user_250,control,216.4,7,0,0.0,iOS,new
user_251,control,49.8,5,0,0.0,Web,returning
user_252,control,174.2,6,0,0.0,iOS,new
user_253,control,178.1,4,0,0.0,iOS,new
user_254,control,176.6,9,0,0.0,iOS,new
user_255,control,220.3,5,0,0.0,Android,new
user_256,control,169.0,2,0,0.0,Android,returning
user_257,control,186.0,5,0,0.0,Web,new
user_258,control,121.3,9,0,0.0,Web,returning
user_259,control,223.1,5,0,0.0,Android,returning
user_260,control,239.0,2,0,0.0,iOS,new
user_261,control,210.6,1,0,0.0,Web,new
user_262,control,103.2,4,0,0.0,iOS,returning
user_263,control,191.9,3,0,0.0,iOS,new
user_264,control,95.6,7,0,0.0,Web,returning
user_265,control,127.0,3,0,0.0,iOS,new
user_266,control,337.9,5,0,0.0,iOS,returning
user_267,control,190.7,3,0,0.0,iOS,returning
user_268,control,187.3,1,0,0.0,Web,returning
user_269,control,239.2,4,0,0.0,Android,returning
user_270,control,286.2,1,0,0.0,Web,returning
user_271,control,156.0,6,0,0.0,iOS,returning
user_272,control,238.4,1,0,0.0,Android,returning
user_273,control,248.6,4,0,0.0,iOS,returning
user_274,control,217.2,7,0,0.0,Web,returning
user_275,control,187.2,6,0,0.0,Web,new
user_276,control,244.8,4,0,0.0,Android,returning
user_277,control,218.0,5,0,0.0,iOS,returning
user_278,control,192.5,6,1,46.14,iOS,returning
user_279,control,206.8,4,0,0.0,Android,returning
user_280,control,177.6,6,0,0.0,Web,new
user_281,control,152.1,6,0,0.0,iOS,new
user_282,control,185.8,4,0,0.0,iOS,returning
user_283,control,117.5,7,0,0.0,Web,new
user_284,control,168.8,4,0,0.0,Web,new
user_285,control,141.0,7,0,0.0,iOS,returning
user_286,control,196.0,6,0,0.0,Android,returning
user_287,control,222.8,5,0,0.0,Web,returning
user_288,control,149.0,7,0,0.0,Android,new
user_289,control,235.2,5,0,0.0,iOS,returning
user_290,control,153.3,7,0,0.0,Android,new
user_291,control,127.6,6,0,0.0,Web,returning
user_292,control,99.3,3,0,0.0,Android,new
user_293,control,64.0,2,0,0.0,Android,returning
user_294,control,239.1,4,0,0.0,Android,returning
user_295,control,318.6,3,0,0.0,Web,new
user_296,control,190.0,5,0,0.0,Android,new
user_297,control,85.8,5,0,0.0,Android,returning
user_298,control,142.6,3,0,0.0,Android,new
user_299,control,150.2,4,0,0.0,Android,returning
user_300,control,265.2,3,0,0.0,Web,returning
user_301,control,200.6,4,0,0.0,Web,new
user_302,control,192.2,1,0,0.0,Android,new
user_303,control,129.6,5,0,0.0,Web,new
user_304,control,143.2,4,0,0.0,Android,new
user_305,control,212.6,7,0,0.0,iOS,returning
user_306,control,169.4,3,0,0.0,iOS,returning
user_307,control,233.0,3,0,0.0,iOS,new
user_308,control,148.9,5,0,0.0,Android,returning
user_309,control,0.0,3,0,0.0,Android,new
user_310,control,150.6,7,0,0.0,Android,returning
user_311,control,81.6,5,0,0.0,Android,returning
user_312,control,215.4,7,0,0.0,Android,returning
user_313,control,204.3,6,0,0.0,Android,new
user_314,control,244.0,7,0,0.0,Android,new
user_315,control,141.0,5,0,0.0,Web,new
user_316,control,170.0,5,0,0.0,Android,new
user_317,control,138.6,5,0,0.0,Web,new
user_318,control,181.7,7,1,74.02,Web,new
user_319,control,90.6,2,0,0.0,iOS,new
user_320,control,224.8,7,0,0.0,iOS,new
user_321,control,192.8,5,0,0.0,Web,new
user_322,control,274.6,7,0,0.0,iOS,new
user_323,control,93.5,4,0,0.0,Android,new
user_324,control,191.6,4,0,0.0,Web,new
user_325,control,190.5,7,1,9.31,Android,returning
user_326,control,146.5,5,0,0.0,Android,new
user_327,control,172.1,1,0,0.0,Web,new
user_328,control,146.7,8,0,0.0,iOS,returning
user_329,control,106.2,4,0,0.0,iOS,new
user_330,control,118.7,6,0,0.0,Android,returning
user_331,control,247.3,7,0,0.0,Android,new
user_332,control,219.0,4,0,0.0,iOS,new
user_333,control,106.4,8,0,0.0,iOS,returning
user_334,control,177.3,5,0,0.0,Web,new
user_335,control,137.3,3,1,12.92,Web,new
user_336,control,266.6,6,0,0.0,Android,returning
user_337,control,178.3,5,0,0.0,Web,returning
user_338,control,207.4,5,0,0.0,iOS,returning
user_339,control,216.5,5,0,0.0,iOS,returning
user_340,control,222.5,2,0,0.0,Android,new
user_341,control,177.0,3,0,0.0,Android,returning
user_342,control,288.1,3,0,0.0,Web,returning
user_343,control,179.1,6,0,0.0,Web,new
user_344,control,140.8,4,0,0.0,Android,new
user_345,control,178.5,4,0,0.0,Web,returning
user_346,control,34.6,7,0,0.0,Web,returning
user_347,control,114.4,3,0,0.0,Android,returning
user_348,control,177.1,9,0,0.0,Web,returning
user_349,control,178.6,4,0,0.0,Android,new
user_350,control,181.6,3,0,0.0,iOS,returning
user_351,control,182.3,2,0,0.0,Android,new
user_352,control,163.1,6,0,0.0,Android,returning
user_353,control,217.4,7,1,79.2,Android,new
user_354,control,183.6,3,0,0.0,Android,returning
user_355,control,203.6,6,0,0.0,iOS,returning
user_356,control,243.0,3,0,0.0,iOS,returning
user_357,control,186.9,6,0,0.0,Android,returning
user_358,control,304.5,3,0,0.0,Android,returning
user_359,control,157.8,5,0,0.0,Web,new
user_360,control,140.9,4,0,0.0,Web,new
user_361,control,118.1,3,0,0.0,iOS,new
user_362,control,178.5,9,0,0.0,Web,returning
user_363,control,124.0,6,0,0.0,Android,new
user_364,control,182.3,5,0,0.0,Web,returning
user_365,control,149.9,5,1,33.9,Web,returning
user_366,control,79.9,6,0,0.0,Android,new
user_367,control,232.4,2,0,0.0,iOS,returning
user_368,control,92.1,1,0,0.0,iOS,returning
user_369,control,300.1,7,0,0.0,Web,new
user_370,control,177.7,1,0,0.0,Android,returning
user_371,control,145.6,7,0,0.0,Android,returning
user_372,control,262.8,5,0,0.0,Android,returning
user_373,control,138.9,3,0,0.0,Android,returning
user_374,control,139.7,5,0,0.0,Android,returning
user_375,control,162.5,6,0,0.0,Android,new
user_376,control,157.8,1,0,0.0,iOS,new
user_377,control,194.1,4,0,0.0,Android,new
user_378,control,112.8,6,0,0.0,Web,new
user_379,control,105.3,4,0,0.0,iOS,new
user_380,control,200.8,1,0,0.0,Web,returning
user_381,control,163.7,5,0,0.0,Android,returning
user_382,control,103.0,4,0,0.0,iOS,new
user_383,control,254.0,8,0,0.0,Android,new
user_384,control,231.0,6,0,0.0,Android,new
user_385,control,253.4,5,0,0.0,Android,new
user_386,control,205.8,4,0,0.0,Web,new
user_387,control,202.8,4,0,0.0,Android,new
user_388,control,177.8,4,0,0.0,iOS,returning
user_389,control,117.9,5,1,4.73,Web,new
user_390,control,235.0,5,0,0.0,Web,returning
user_391,control,53.9,10,0,0.0,iOS,new
user_392,control,246.5,2,0,0.0,Web,returning
user_393,control,196.6,3,0,0.0,Android,returning
user_394,control,168.6,5,0,0.0,Android,returning
user_395,control,178.1,9,0,0.0,iOS,new
user_396,control,192.1,7,1,48.37,Android,returning
user_397,control,207.0,6,0,0.0,iOS,new
user_398,control,111.4,3,0,0.0,Android,returning
user_399,control,197.8,4,0,0.0,iOS,new
user_400,control,199.7,5,0,0.0,iOS,new
user_401,control,266.1,4,0,0.0,Web,returning
user_402,control,237.8,7,0,0.0,iOS,new
user_403,control,214.2,4,0,0.0,iOS,returning
user_404,control,262.5,5,1,16.5,Web,new
user_405,control,103.3,1,0,0.0,Web,returning
user_406,control,120.5,1,0,0.0,Android,returning
user_407,control,102.4,3,0,0.0,Android,returning
user_408,control,278.5,7,0,0.0,Android,new
user_409,control,45.1,3,0,0.0,Web,new
user_410,control,30.0,9,1,14.37,iOS,new
user_411,control,88.0,7,0,0.0,Android,new
user_412,control,326.4,6,0,0.0,iOS,new
user_413,control,214.5,6,0,0.0,iOS,new
user_414,control,196.9,4,0,0.0,iOS,new
user_415,control,213.2,1,0,0.0,Android,returning
user_416,control,174.1,6,0,0.0,Web,returning
user_417,control,143.0,6,0,0.0,Android,new
user_418,control,85.8,3,0,0.0,iOS,returning
user_419,control,84.8,6,0,0.0,Web,returning
user_420,control,121.9,8,0,0.0,Web,returning
user_421,control,193.3,1,0,0.0,iOS,new
user_422,control,206.4,7,0,0.0,Android,new
user_423,control,175.5,5,0,0.0,Android,new
user_424,control,154.2,7,0,0.0,Web,new
user_425,control,203.0,3,0,0.0,Web,new
user_426,control,140.2,7,0,0.0,Android,new
user_427,control,161.9,2,0,0.0,iOS,new
user_428,control,138.4,6,0,0.0,iOS,returning
user_429,control,146.4,3,0,0.0,Web,returning
user_430,control,196.7,9,0,0.0,Android,new
user_431,control,105.7,6,0,0.0,Android,returning
user_432,control,204.8,7,0,0.0,Web,returning
user_433,control,277.4,3,0,0.0,Android,returning
user_434,control,97.8,5,0,0.0,Android,new
user_435,control,179.9,3,0,0.0,Web,new
user_436,control,278.3,6,0,0.0,Android,returning
user_437,control,246.2,6,0,0.0,Web,returning
user_438,control,277.7,2,0,0.0,iOS,new
user_439,control,137.3,5,0,0.0,iOS,new
user_440,control,133.8,3,0,0.0,Web,returning
user_441,control,222.1,5,0,0.0,Web,new
user_442,control,230.0,2,0,0.0,iOS,returning
user_443,control,106.0,8,0,0.0,Web,returning
user_444,control,205.1,5,0,0.0,Android,new
user_445,control,139.1,6,0,0.0,Web,returning
user_446,control,124.8,3,0,0.0,Web,returning
user_447,control,184.9,3,0,0.0,iOS,returning
user_448,control,254.2,3,0,0.0,Android,returning
user_449,control,95.6,7,0,0.0,Android,returning
user_450,control,188.5,3,0,0.0,Web,new
user_451,control,193.5,5,0,0.0,iOS,returning
user_452,control,170.9,2,0,0.0,Android,returning
user_453,control,126.6,1,0,0.0,Android,returning
user_454,control,210.5,9,0,0.0,Web,new
user_455,control,112.1,4,0,0.0,Android,new
user_456,control,230.3,4,0,0.0,Android,returning
user_457,control,207.8,5,0,0.0,Android,new
user_458,control,174.1,6,0,0.0,Android,new
user_459,control,216.0,4,0,0.0,Web,returning
user_460,control,134.7,2,0,0.0,Android,new
user_461,control,258.8,7,0,0.0,iOS,returning
user_462,control,208.5,9,0,0.0,Web,returning
user_463,control,162.0,5,0,0.0,Web,returning
user_464,control,101.3,4,0,0.0,iOS,new
user_465,control,120.5,5,0,0.0,Android,new
user_466,control,211.8,1,0,0.0,Android,returning
user_467,control,141.2,3,0,0.0,Web,returning
user_468,control,171.4,6,0,0.0,iOS,new
user_469,control,103.1,4,0,0.0,Web,new
user_470,control,269.4,3,0,0.0,Web,new
user_471,control,155.3,3,0,0.0,Android,new
user_472,control,161.9,5,0,0.0,Web,returning
user_473,control,136.3,5,0,0.0,iOS,new
user_474,control,251.4,5,0,0.0,iOS,returning
user_475,control,317.3,2,0,0.0,iOS,new
user_476,control,166.5,7,0,0.0,Android,returning
user_477,control,161.0,3,1,1.51,Web,returning
user_478,control,147.2,5,0,0.0,Android,returning
user_479,control,120.4,4,0,0.0,Android,new
user_480,control,251.8,4,0,0.0,Android,new
user_481,control,108.4,4,0,0.0,Android,new
user_482,control,169.6,8,0,0.0,Web,new
user_483,control,127.5,1,0,0.0,iOS,returning
user_484,control,139.9,7,0,0.0,Android,returning
user_485,control,84.1,4,0,0.0,Web,returning
user_486,control,309.4,3,0,0.0,iOS,returning
user_487,control,196.6,6,0,0.0,Web,returning
user_488,control,181.9,3,0,0.0,Web,returning
user_489,control,185.3,8,0,0.0,iOS,returning
user_490,control,158.1,5,0,0.0,Web,returning
user_491,control,131.9,7,0,0.0,Android,returning
user_492,control,252.0,3,0,0.0,Web,returning
user_493,control,152.9,4,0,0.0,Android,returning
user_494,control,251.1,6,0,0.0,iOS,new
user_495,control,216.4,7,0,0.0,Web,returning
user_496,control,160.6,4,0,0.0,iOS,returning
user_497,control,218.5,7,0,0.0,iOS,returning
user_498,control,141.4,6,0,0.0,Web,returning
user_499,control,267.3,8,0,0.0,Web,returning
user_500,control,212.3,7,0,0.0,Android,new
user_501,control,213.4,4,0,0.0,Android,new
user_502,control,117.3,1,0,0.0,iOS,returning
user_503,control,214.8,5,0,0.0,iOS,returning
user_504,control,166.7,4,0,0.0,iOS,returning
user_505,control,99.6,6,0,0.0,iOS,new
user_506,control,170.0,5,0,0.0,Android,new
user_507,control,252.8,4,0,0.0,iOS,returning
user_508,control,219.8,7,0,0.0,Android,returning
user_509,control,199.6,5,0,0.0,Web,returning
user_510,control,204.0,3,0,0.0,Web,new
user_511,control,181.8,2,0,0.0,Android,returning
user_512,control,198.5,8,0,0.0,Android,returning
user_513,control,66.0,5,0,0.0,Web,new
user_514,control,225.2,5,0,0.0,Web,new
user_515,control,142.7,5,0,0.0,iOS,returning
user_516,control,167.5,3,0,0.0,iOS,new
user_517,control,195.6,2,0,0.0,Android,new
user_518,control,108.2,5,0,0.0,Web,new
user_519,control,196.7,7,1,21.12,Android,new
user_520,control,218.9,2,0,0.0,Web,returning
user_521,control,113.6,6,0,0.0,iOS,new
user_522,control,157.6,3,0,0.0,Android,new
user_523,control,54.4,5,0,0.0,Android,returning
user_524,control,236.0,8,1,21.83,Android,returning
user_525,control,250.0,3,0,0.0,iOS,new
user_526,control,146.9,10,0,0.0,Web,returning
user_527,control,187.6,3,0,0.0,Web,new
user_528,control,303.7,7,0,0.0,iOS,new
user_529,control,142.5,6,0,0.0,iOS,returning
user_530,control,130.9,4,0,0.0,Web,new
user_531,control,247.0,3,0,0.0,Android,new
user_532,control,185.3,7,0,0.0,iOS,returning
user_533,control,154.1,3,0,0.0,Web,returning
user_534,control,175.0,4,0,0.0,Android,returning
user_535,control,191.4,6,0,0.0,Web,new
user_536,control,253.3,6,0,0.0,Android,returning
user_537,control,248.8,4,0,0.0,Web,new
user_538,control,293.1,8,0,0.0,iOS,returning
user_539,control,95.4,2,1,46.38,Android,returning
user_540,control,73.9,7,0,0.0,Web,returning
user_541,control,168.3,6,0,0.0,Web,returning
user_542,control,148.0,2,0,0.0,Android,returning
user_543,control,176.9,4,0,0.0,iOS,returning
user_544,control,286.3,6,0,0.0,Android,new
user_545,control,226.7,3,0,0.0,iOS,returning
user_546,control,198.1,5,0,0.0,Web,returning
user_547,control,187.3,4,0,0.0,Web,returning
user_548,control,167.8,5,0,0.0,Web,returning
user_549,control,166.7,6,0,0.0,iOS,returning
user_550,control,131.8,3,0,0.0,Android,new
user_551,control,179.2,1,0,0.0,Web,new
user_552,control,233.0,5,0,0.0,Web,returning
user_553,control,185.2,1,0,0.0,Android,new
user_554,control,148.3,2,0,0.0,Web,returning
user_555,control,214.0,5,0,0.0,iOS,new
user_556,control,177.9,3,0,0.0,Web,returning
user_557,control,161.1,3,0,0.0,Web,new
user_558,control,131.4,7,0,0.0,Web,new
user_559,control,339.8,5,0,0.0,Web,new
user_560,control,221.6,5,0,0.0,Android,returning
user_561,control,288.7,2,0,0.0,iOS,returning
user_562,control,4.7,4,0,0.0,Web,new
user_563,control,300.6,6,0,0.0,iOS,returning
user_564,control,303.4,7,0,0.0,Android,returning
user_565,control,183.4,3,0,0.0,iOS,new
user_566,control,132.0,7,0,0.0,iOS,returning
user_567,control,133.9,5,0,0.0,Web,returning
user_568,control,164.9,4,0,0.0,iOS,returning
user_569,control,210.7,6,0,0.0,Android,returning
user_570,control,175.3,3,0,0.0,Web,returning
user_571,control,179.7,4,0,0.0,iOS,returning
user_572,control,248.9,1,0,0.0,iOS,new
user_573,control,192.0,8,0,0.0,iOS,returning
user_574,control,244.8,6,0,0.0,Web,returning
user_575,control,168.5,5,0,0.0,iOS,returning
user_576,control,129.2,6,0,0.0,iOS,returning
user_577,control,154.3,4,0,0.0,Web,new
user_578,control,155.8,5,0,0.0,Android,returning
user_579,control,225.7,9,0,0.0,Web,returning
user_580,control,115.9,5,0,0.0,Web,returning
user_581,control,194.5,4,0,0.0,Web,returning
user_582,control,207.1,7,0,0.0,iOS,new
user_583,control,265.9,4,0,0.0,Android,new
